title,text,url,media,date
저소득층 기대 못 미친 ‘중위소득’ 인상,"[경향신문] 



내년도 ‘기준 중위소득’이 2.68% 인상된다. 중위소득은 생계급여, 의료급여 등 취약계층 지원 대상을 선정할 때 기준이 된다.

이에 따라 내년에 4인 가구 기준으로 월 소득이 146만3000원 이하면 생계급여, 195만원 이하면 의료급여, 219만4000원 이하면 주거급여, 243만8000원 이하면 교육급여를 각각 받을 수 있게 된다.

당초 정부는 중위소득을 산정하는 통계 방식을 바꾸면서 내년부터 빈곤가구의 현실에 맞게 중위소득을 대폭 올리기로 했지만, 예상보다 인상폭이 낮아졌다. 코로나19로 마이너스 경제 성장이 예상되는 상황에서 재정에 부담이 된다는 기획재정부의 주장이 강하게 작용했기 때문이다.

31일 보건복지부는 제60차 중앙생활보장위원회(중생보위)를 열고 내년도 중위소득(4인 가구 기준)을 올해보다 2.68% 오른 487만6290원으로 결정했다고 밝혔다. 중위소득은 복지부 장관이 중생보위를 거쳐 결정하는 국민 가구소득의 중간값이다. 기초생활보장제도를 비롯한 73개 복지사업의 수급자 선정기준으로 활용되며, 이를 기준으로 생계급여나 의료급여 등 각종 복지급여 액수가 결정된다. 

특히 이날 결정된 중위소득은 향후 몇 년간의 중위소득 인상폭이 연동되기 때문에 앞서부터 많은 관심을 모았다. 정부는 지난해까지 중위소득을 산출하는 자료로 통계청 가계동향조사를 활용했지만, 올해부터는 가계금융복지조사의 소득통계로 기준을 바꿨다. 고소득층의 소득이 더 정확히 반영된 가계금융복지조사를 활용할 경우 중위소득이 올라가는 효과가 있기 때문이다. 다만 정부는 인상폭이 급격할 경우 재정에 부담이 될 것을 우려해 기본인상률을 먼저 정한 후 몇 년의 격차해소기간을 두고 가계금융복지조사에 따른 중위소득 수준까지 올리기로 했다.

이날 중생보위 회의에서는 16명의 위원 중 다수가 기본인상률 1.76%에 격차해소기간을 3년으로 잡자고 주장했지만, 기재부가 기본인상률 0.76%에 10년을 강하게 주장한 것으로 알려졌다. 결국 기재부가 주장을 굽히지 않으면서 이날 최종안은 기본인상률 1%에 격차해소기간 6년으로 결정났다. 이에 따라 향후 6년간 중위소득은 기본인상률 1%에 2%가량의 보정수치를 더해 결정된다.

위원으로 참여한 남찬섭 동아대 사회복지학과 교수는 “코로나19로 마이너스 경제성장률이 예상된다면 가장 많이 타격을 입을 수밖에 없는 저소득층 보호를 위해서라도 중위소득 인상의 필요성이 더 큰 상황”이라며 “인상폭이 지나치게 적게 결정됐다”고 말했다. 다만 남 교수는 가구 규모에 따른 경제 차이를 고려해 1인 가구의 중위소득 인상률이 4.02%로 다소 높게 결정된 부분은 긍정적으로 평가했다.

이날 회의에서는 제2차 기초생활보장 종합계획(2021~2023년)도 의결할 예정이었으나, 중위소득 결정이 지연되면서 논의조차 되지 못했다. 종합계획 초안에는 생계급여 부양의무자 기준을 2022년까지 단계적으로 폐지하되 고소득자는 제외하고, 의료급여 부양의무자 기준은 폐지 대신 ‘완화’한다는 내용이 담겼다. 시민단체들은 “부양의무자 기준 완전 폐지를 국정과제로 내세웠던 문재인 정부가 약속을 지키지 않겠다고 선언한 것”이라고 비판했다.

이혜인 기자 hyein@kyunghyang.com





©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0003024190,경향신문,2020-08-01
"박원순 강제수사 난항…시민들, 국민감사청구 나선다","[경향신문] 


고 박원순 서울시장의 휴대전화 디지털 포렌식이 중단되는 등 경찰의 강제수사에 차질이 빚어지고 있다. 박 전 시장을 성추행 혐의로 고소한 피해자 측은 법원의 포렌식 절차 집행정지 결정에 유감을 표하며 수사 재개를 촉구했다. 사건의 진상규명을 요구하며 감사원에 국민감사청구를 요청하려는 시민사회 움직임도 있다. 

피해자를 지원하는 한국성폭력상담소·한국여성의전화는 31일 입장문을 내고 “박 전 시장 업무폰에 저장된 일체 자료에 대한 포렌식과 수사는 재개돼야 한다”며 “박 전 시장 가족의 준항고 신청만으로 사실상 수사가 중단된 상황에 강력한 유감을 표한다. 준항고 재판 과정에서 피해자 측 의견서를 제출할 것”이라고 밝혔다.

단체는 “업무폰은 변사사건에서 취득했으나 현재 고소된 강제추행·업무상 위력에 의한 추행 등 혐의 입증 과정의 증거물이기도 하다”며 “동시에 추가로 고발된 공무상기밀누설죄 수사상 주요 자료”라고 설명했다. 이어 “서울시 명의로 되어있고, 이용요금을 9년간 서울시에서 납부한 해당 폰은 가족이 돌려받는 대상도 아니다”라고 말했다. 피해자 측은 포렌식 절차가 중단된 휴대전화의 비밀번호를 경찰에 제보한 바 있다. 

서울북부지법은 지난 30일 박 전 시장 유족 측이 신청한 포렌식 절차에 대한 준항고 및 집행정지 요청을 받아들였다. 박 전 시장의 사망 경위 등을 알아보기 위해 서울지방경찰청이 진행중이던 포렌식 절차는 법원이 준항고에 대한 결정을 내릴 때까지 중단된다. 포렌식 결과에 따라 경찰이 진행할 예정이던 추가 참고인 소환 조사 등도 줄줄이 미뤄져 수사에 차질이 불가피하다. 

강제수사가 차질을 빚자 시민들은 감사원에 서울시에 대한 국민감사청구요구에 나섰다. 신지예 여성신문 젠더폴리틱스 연구소장은 30일부터 국민감사청구 요청을 위한 청구인을 모으기 시작했다. 국민감사청구는 공공기관의 법령위반 또는 부패행위로 공익이 저해된다고 판단했을 때 19세 이상 시민 300명 이상이 연서명해 감사원에 요청하는 제도다. 

신 소장은 사회관계망서비스(SNS)에 “서울시장 위력에 의한 성폭력 사건이 4년 동안 유지된 게 서울시의 조직적 은폐 때문이라면 해당 사건은 박 전 시장만의 문제가 아니다”라며 “피해자의 피해사실을 인지하고도 서울시의 피해구제 및 재발방지 시스템이 제대로 작동하지 않은 이유를 밝혀야 한다”고 취지를 설명했다. 신 소장은 31일 통화에서 “국가인권위원회에서 직권조사에 나서지만, 서울시 관계자들이 성폭력 피해사실을 은폐했다면 공무원법에 따라 징계를 받아야 한다”며 “청구인을 모아 요건을 갖추는대로 국민감사청구를 진행할 것”이라고 말했다.

김희진·최민지 기자 hjin@kyunghyang.com





©경향신문(www.khan.co.kr), 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=032&aid=0003024163,경향신문,2020-08-01
한시름 던 세입자…  집주인은 아우성,"계약갱신청구권과 전월세상한제가 전격 시행된 31일 기존 세입자와 집주인, 새로운 전셋집을 구해야 하는 신규 세입자 간 희비가 엇갈리고 있다.

서울 마포구에 사는 40대 김모씨는 계약갱신청구권 제도 시행으로 큰 시름을 덜었다. 9월 말 전세 재계약을 앞두고 있었는데, 전세 시세가 2년 전보다 1억3000만원이 올라있었기 때문이다. 김씨는 “이미 전세대출이 꽉 차서 이러지도 저러지도 못하고 있었다”며 “일단 2년이라는 시간을 번 것만으로도 숨통이 트인다”고 말했다. 이날 주택임대차보호법 개정안이 국무회의를 거쳐 시행되면서 가장 많은 혜택을 본 이들은 김씨처럼 계약 갱신을 앞둔 기존 세입자다.

하지만 이들도 마냥 기뻐할 수는 없다. 계약갱신청구권은 전·월세 계약당 한 번만 적용된다. 새로 계약을 맺었다면 최대 4년, 기존 계약을 갱신한다면 2년 후에는 다시 시세에 맞춰 전세금을 올려주거나 새로운 전셋집을 찾아야 한다. 경기 화성시에 사는 30대 주부 엄모씨는 “말이 4년이지, 아이 키우다 보면 4년 금방 간다”며 “당장 집주인이 2년 후 들어오겠다고 하면 비워줘야 할 수도 있는데, 지금 추세라면 신규 계약 때마다 전셋값이 얼마나 오를지 가늠이 안 된다”고 걱정했다.

최대 4년간 전세 보증금이나 월세를 올릴 수 없게 된 집주인들은 아우성이다. 경기 용인에서 아파트를 전세로 임대 중인 정모씨는 단단히 화가 났다. 그는 “지난해 전세 거래가 일시적으로 막히면서 시세보다 1억원 싸게 계약을 했는데, 지금은 옆집과 전셋값이 2억원이나 차이 난다”며 “같은 단지, 같은 크기 아파트 전셋값이 이렇게 차이 나는 게 정상이냐”고 반문했다.

부동산 관련 온라인 커뮤니티에는 집주인들의 성토가 쏟아졌다. 한 임대인은 “세입자가 골머리를 썩여 계약 만료만 기다리고 있었는데, 꼼짝없이 2년을 더 버텨야 할 상황이 됐다”며 “세입자를 내보내고 직접 들어가 사는 방안을 심각하게 고민 중”이라고 적었다. 또 다른 집주인은 “집을 엉망으로 만든 세입자가 안하무인으로 나오는데, 이 사람에게 2년 더 집을 내주어야 한다고 생각하니 피가 거꾸로 솟는다”고 했다.

정작 가장 큰 고민에 빠진 사람은 계약갱신청구권이나 전월세상한제 적용을 받지 못하는 신규 세입자다. 수도권에서는 이미 전셋값이 대폭 상승한 데다 최근엔 전세 매물도 빠르게 줄어들었다. 특히 4년간 전셋값을 올릴 수 없게 된 집주인들이 신규 계약 시 전세보증금이나 월세를 미리 높일 가능성이 큰 상황이라 신규 세입자들은 가슴만 졸이고 있다.

서울 은평구의 한 부동산중개업소 윤모 대표는 “하루종일 임대인과 임차인의 문의가 빗발쳤다”며 “이사하겠다고 했던 임차인들은 다시 살아도 되느냐고 물어오고, 계약 만료를 앞둔 집주인들은 직접 입주하는 문제를 상담해 왔다”며 “직접 거주한 뒤, 2년 후 다시 전세를 주겠다는 집주인도 적지 않다”고 전했다. 같은 지역의 다른 중개업소 대표는 “본인이 입주하기 어려운 집주인 중에는 자녀를 대신 입주시키겠다는 사람도 있다”고 전했다.

정우진 안규영 기자, 세종=전성필 기자 uzi@kmib.co.kr




GoodNews paper ⓒ , 무단전재 및 재배포금지",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=005&aid=0001347726,국민일보,2020-08-01
[포토] 흙탕물로 변한 한강… 내일까지 많은 비,"팔당댐이 사흘째 수문을 개방하면서 한강 수위가 높아진 가운데, 31일 오전 흙탕물로 변한 한강이 마포대교를 지나 흐르고 있다. 기상청은 오는 2일까지 중부지방을 중심으로 많은 비가 내리겠다고 예보했다. 특히 서울과 경기도, 강원영서 지역을 중심으로 최대 250㎜ 이상의 많은 비가 내릴 것으로 예측됐다. 

윤성호 기자




GoodNews paper ⓒ , 무단전재 및 재배포금지",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=005&aid=0001347714,국민일보,2020-08-01
靑 “다주택 참모 8명 남아… 8월말까지 처분”,"청와대는 31일 비서관급 이상 참모 중 다주택자가 8명 남았고, 이들도 1주택을 제외한 모든 주택을 처분하는 중이라고 밝혔다. 노영민 대통령 비서실장이 다주택 참모를 향해 지시한 매각 권고 데드라인은 이날까지다. 남은 다주택 참모들도 매각을 완료해 8월까지 매매계약서를 제출하기로 했다는 게 청와대 설명이다. 앞서 경제정의실천시민연합이 지목한 다주택 참모는 12명인데 인사이동한 참모, 이미 매각을 완료한 이들을 제외하면 8명이 남은 것이다.

윤도한(사진) 청와대 국민소통수석은 이날 청와대 브리핑을 통해 “현재 비서관급 이상 참모 중 8명이 다주택을 보유 중이며, 한 명도 예외 없이 모두 처분 의사를 표명하고 처분 노력을 기울이고 있다”며 “곧 청와대 고위공직자 중 다주택 보유자는 없을 것”이라고 말했다.

청와대에 따르면 부동산 매각 절차를 밟고 있는 참모는 김조원 민정수석, 김거성 시민사회수석, 황덕순 일자리수석, 김외숙 인사수석, 여현호 국정홍보비서관, 이지수 해외언론비서관, 이남구 공직기강비서관, 석종훈 중소벤처비서관이다. 이들은 1주택을 제외한 부동산을 처분하고 있는데 아직 계약이 체결되지 않았다는 게 청와대 설명이다. 청와대는 8월 초·중순, 늦어도 8월 말까지는 매매계약서를 제출하라고 당사자들에게 통보했다.

매각 의사가 확고하다고 해도 권고 기한을 맞추지 못한 참모들이 많다는 지적도 있다. 노 실장은 지난해 12월 첫 매각 권고를 내렸고 이미 7개월이 지났기 때문이다. 이에 대해 청와대 고위관계자는 “집이라는 것이 내놓고 곧바로 나가지 않는 경우도 있어서 그런 것”이라며 “거래가 잘 안 되는 경우도 있다. 그런 데는 계속 가격을 낮춰서 내놓기도 한다”고 설명했다.

다주택자였던 노 실장은 서울 반포동과 청주 아파트를 모두 매각했다. 김광진 정무비서관도 서울과 광주의 2주택을 모두 매각했다. 1.5채를 보유했던 이호승 경제수석, 강민석 대변인도 0.5채를 정리했다. 경실련이 지목했던 다주택 보유자 중 윤성원 국토교통비서관, 박진규 신남방·신북방비서관, 조성재 고용노동비서관은 최근 인사로 청와대를 떠났다. 이중 윤 비서관은 세종시 아파트를 매각해 1주택자가 됐다.

임성수 기자 joylss@kmib.co.kr




GoodNews paper ⓒ , 무단전재 및 재배포금지",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=005&aid=0001347730,국민일보,2020-08-01
"전세 사라지고, 월세 깐깐해진다","31일 전격 시행된 계약갱신요구권과 전월세상한제는 한국 전월세 시장의 물줄기를 바꾸게 될 것으로 전망된다. 저금리 기조와 맞물려 전세는 더 빨리 사라지고 월세 위주의 임대 시장이 열릴 공산이 커진 것이다. 정부는 이날 두 제도의 법적 근거를 담은 ‘주택임대차보호법’을 국무회의에서 심의, 의결하고 문재인 대통령의 재가를 거쳐 관보에 게재했다. 

 시장에서는 실제로 전세가 줄고 월세는 늘고 있다. 서울 강남구 대치동의 ‘은마아파트’는 4424채나 되는 대규모 단지인데 최근 전세 물건이 씨가 말랐다. 서울 강남구 역삼동의 역삼래미안에서는 7월 10일 32건이던 월세가 31일에는 79건으로 약 2.5배로 늘었다. 부동산 빅데이터 업체인 ‘아파트실거래가’(아실)에 따르면 31일 기준 서울 아파트 전세 물건은 총 3만8427건으로 한 달 전(4만2060건)보다 8.6% 줄었다. 반면 같은 기간 월세 물건은 2만4173건에서 2만4728건으로 2.3% 증가했다. 이자 수익은 줄고, 보유세 부담은 늘고 있어 보증금을 빼줄 형편이 되는 집주인들부터 월세로 전환하고 있는 것으로 보인다.

 미국, 프랑스 등 월세가 전부인 선진국처럼 중장기적으로 한국의 임대 시장도 월세 위주로 바뀔 것이라는 전망이 우세하다. 국토교통부에 따르면 2010년까지만 해도 전세(50.3%)가 월세(49.7%)보다 많았다. 하지만 이 비율은 2012년 역전됐고 현재 전세 비중은 39.7%로 쪼그라들었다.

 임대 시장이 월세 위주로 바뀌게 되면 전세 때에 비해 상대적으로 주거비 부담이 늘어날 공산이 크다. 전월세 전환율(연 4%)에 비해 은행 금리가 훨씬 낮아 전세가 세입자에겐 유리하기 때문이다. 실거주 요건의 강화 등으로 공급량이 줄어들어 4년의 임차를 마친 세입자는 새 집을 구하기가 더 어려워질 수 있다. 이에 집주인은 세입자를 깐깐하게 골라 받으려고 할 공산이 크다. 세입자 보호 장치가 강한 유럽에서는 집주인들이 세입자를 처음 들일 때 월급명세서, 각종 보험증명, 신원조회 등을 요구하고 면접까지 본다. 특히 임대 시장에 신규로 진입하는 신혼부부나 사회 초년생들은 주거 마련에 더 큰 어려움을 겪을 공산이 크기 때문에 정부의 임대 물량 확대 대책이 필요하다.

 고준석 동국대 법무대학원 겸임교수는 “임대차 3법은 주거 안정 측면에서는 세입자에게 좋은 제도다. 다만 임대 시장이 월세 위주로 바뀌게 되면 상대적으로 높아지는 주거비 부담 때문에 내 집 마련 시기가 뒤로 늦춰질 수 있다”고 말했다.

김호경 kimhk@donga.com·최혜령 기자 / 파리=김윤종 특파원





ⓒ 동아일보 & donga.com, 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=020&aid=0003300930,동아일보,2020-08-01
감시장비에 월북 10차례 찍혔는데… 눈뜨고 놓친 軍,"군이 지난달 헤엄쳐 월북(越北)한 탈북민 김모 씨(24)를 감시 장비로 10차례나 포착하고도 월북 사실을 전혀 알아채지 못한 것으로 드러났다. 김 씨의 월북 시도를 저지하거나 확인할 기회가 있었는데도 8일 뒤 북한의 공개 보도가 나온 뒤에야 뒤늦게 경위 파악에 나선 것이다. 기강과 경계 대비 태세가 완전히 무너진 군이 눈 뜨고 당했다는 지적이 나왔다.

 31일 합동참모본부에 따르면 지난달 18일 인천 강화군 강화읍 월곳리에서 한강을 건너 북한으로 넘어간 김 씨의 행적은 초소 폐쇄회로(CC)TV 3회, 근·중거리 감시카메라 5회, 열상감시장비(TOD) 2회 등 모두 10차례 찍혔다. 지난달 18일 오전 2시 18분경 강화군 연미정 인근에 도착한 택시에서 내린 김 씨는 연미정 인근 철책선 아래 배수로를 지나 불과 74분 만에 약 2km 거리를 헤엄쳐 건넜다. 당시 경계 근무자는 택시의 불빛을 보고도 이를 추적 감시하지 않았던 것으로 드러났다. 또 이날 오전 4시경 김 씨가 북한 개풍군 탄포 지역 강기슭에 도착해 마을로 걸어가는 장면이 TOD에 담겼으나 이마저 근무자가 발견하고도 북한 주민이라고 생각해 상부에 보고하지 않았다고 합참은 밝혔다. 월북 루트로 사용된 배수로는 철근 등 장애물이 노후화돼 누구나 통과가 가능한 상태로 사실상 방치돼 있었다.

 합참은 “감시 장비가 북한의 침투 세력을 감시하도록 전방을 주시하는 체계로 이뤄져 월북 행적에 대한 감시가 미흡했다”며 “지휘 책임이 있는 해병대사령관과 수도군단장에게 엄중 경고하고 관할 지역인 해병대 2사단장을 보직 해임했다”고 밝혔다. 경찰은 김 씨의 신변 보호와 성폭행 혐의 관련 수사를 담당했던 김포경찰서장을 대기 발령 조치했다.

신규진 newjin@donga.com·강승현 기자





ⓒ 동아일보 & donga.com, 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=020&aid=0003300931,동아일보,2020-08-01
생산 소비 투자 6월 트리플 반등… 코로나 이후 처음,"생산 소비 투자 등 산업활동 3대 지표가 6개월 만에 동반 상승했다. 

 통계청이 31일 내놓은 산업활동 동향 자료에 따르면 6월 전(全) 산업(농림어업 제외) 생산은 전달보다 4.2%, 전년 동기 대비 0.7% 늘었다. 전달 대비 증가폭은 2006년 10월 이후 최대다.

 광공업 생산이 7.2% 늘어난 영향이 컸다. 특히 5월(―22.1%)에 마이너스였던 자동차 생산이 22.9% 증가했다. 제조업 수출 출하도 9.8% 늘어 1987년 9월 이후 33년 만에 가장 큰 폭으로 증가했다. 제조업 생산은 7.4%, 서비스업 생산은 2.2% 늘었다. 부동산(6.3%)과 교육(5.4%) 부문의 상승폭이 컸다. 

 긴급재난지원금 등의 영향으로 소비도 회복세를 보였다. 소매 판매액 지수는 전달 대비 2.4% 상승했다. 의복 등 준내구재(4.7%), 가전제품 등 내구재(4.1%) 증가폭이 컸다. 설비 투자는 전달 대비 5.4% 증가했다. 

 현재 경기 상황을 보여주는 동행지수 순환변동치는 전달보다 0.2포인트, 향후 경기 상황을 나타내는 선행지수 순환변동치는 0.4포인트 올랐다.

 이번 실적에는 긴급재난지원금 등 일시적 요인이 작용하고 5월 경기 하락폭이 커 회복세가 상대적으로 두드러져 보이는 ‘기저 효과’가 반영된 측면이 있다. 미중 경제 갈등과 해외 코로나19 확산 등 불확실성이 커 견실한 경기 회복세 진입으로 보기는 어렵다는 분석이 나온다.

세종=구특교 기자 kootg@donga.com





ⓒ 동아일보 & donga.com, 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=020&aid=0003300932,동아일보,2020-08-01
‘월북’ 7번 포착하고도 깜깜…도착 후 걸어가는 모습도,"‘헤엄 월북’ 20대 TOD 등에 찍혀 
책임자 해병 2사단장 보직 해임

    월북한 탈북민 김모씨의 월북 경로로 추정되는 강화군 월곶리 인근의 한 배수로 앞 초소가 인적 없이 조용하다. 뉴스1    지난 18일 월북한 탈북민 김모(24)씨가 북한으로 헤엄쳐 넘어가는 과정에서 우리 군의 감시장비에 7차례에 걸쳐 포착됐지만 우리 군은 아무 조치도 하지 못한 것으로 드러났다.
 
 합동참모본부가 31일 발표한 현장 부대 조사 결과에 따르면, 김씨는 18일 오전 2시18분쯤 택시를 타고 인천 강화군 강화읍 월곳리 연미정 인근에 하차했다. 2시34분쯤 연미정 인근 배수로로 이동한 김씨는 2시46분쯤 한강에 입수했다고 합참은 확인했다. 한강에 입수한 김씨는 조류를 이용, 4시쯤 북한 황해북도 탄포에 도착했다.
 
 김씨의 월북은 군 경계태세가 제대로 가동됐다면 충분히 막을 수 있었다. 김씨가 택시로 연미정에 도착했을 때, 200m 떨어져 있는 민통선 초소 근무자는 택시 불빛을 보고도 별다른 조치를 하지 않았다. 합참 관계자는 “평소에도 마을 주민들이 새벽 시간에 종종 택시를 이용하기에 특이하게 판단하지 않았다”고 말했다.
 
 월북 과정에서 이용한 배수로에는 철근 장애물과 윤형 철조망이 있었으나 제 역할을 하지 못했다. 배수로는 1.84m(가로)×1.76m(세로) 크기로 안쪽에 철근 구조물 10개가 세로로 박혀 있고, 그 뒤에는 윤형 철조망이 있다. 하지만 낡고 훼손돼 사람이 빠져나갈 수 있었던 것으로 확인됐다. 합참 관계자는 “배수로에 물이 무릎 높이 정도 차 있었다. 김씨가 철근 장애물을 절단하거나 훼손한 흔적은 없었고, 윤형 철조망은 빠져나갈 때 한쪽으로 밀어낸 흔적이 남아 있었다”고 말했다.
 
  배수로에는 폐쇄회로(CC)TV도 없었고 하루 두 번씩 점검해야 하는 매뉴얼도 지켜지지 않았다.
 
  김씨가 한강에 입수 후 북한 땅에 도착하는 과정은 군의 근거리·중거리 감시카메라 5회, 열상감시장비(TOD) 2회를 합쳐 7차례 포착됐다. 특히 TOD에는 김씨가 북한 지역 도착 후 육지로 올라가는 장면과 걸어가는 모습도 잡혔다.
 
    합참 관계자는 “상륙하는 장면은 2초 정도로 잠깐 나왔고, 그 시간대에는 마을로 이동하는 모습이 가끔 보였기 때문에 김씨를 발견하지 못했다”며 “(나중에) 군 감시장비 전문가가 녹화영상을 반복 확인해 부유물 속에서 해당 부분을 식별한 것”이라고 설명했다. 하지만 해당 부대가 감시장비 녹화 영상을 하루 단위로 재확인하면서 특이사항을 점검했다면 북한 발표 전 월북 여부를 확인할 수 있었다는 점에서 장비 운영이 미흡했다는 지적이 나온다.
 
  합참은 재발 방지를 위해 민간인 접근이 가능한 철책 후방 지역을 일제 점검하고, 기동 순찰을 강화할 방침이다. 또한 전 부대 수문과 배수로를 일제 점검하기로 했다. 이번 사건의 책임을 물어 수도군단장과 해병대사령관은 엄중 경고, 해당 지역을 책임진 해병 2사단장은 보직 해임 조치했다.
 
     김씨의 월북 경로로 추정되는 강화군 월곶리 인근의 한 배수로의 내부 모습이 보이고 있다. 뉴스1    하지만 군의 조치가 효과를 거둘지는 미지수다. 지난해 강원 삼척 북한 목선 입항과 지난 5월 충남 태안 보트 밀입국 사건 당시에도 군은 경계태세 보완책을 내놓았지만, 김씨의 월북을 막지 못했다. 경계 지휘 책임이 있는 남영신 육군 지상작전사령관이 징계 대상에서 제외된 것도 논란거리다. 강화도 월곳리 일대 작전통제 및 지휘체계는 해병 2사단→육군 수도군단→지상작전사령부다. 지난해 목선 입항 당시에는 합참의장과 지상작전사령관, 해군작전사령관까지 경고를 받았다.
 
  이날 경찰청은 탈북민 관리와 사건 처리 등이 미흡했다며 경기 김포경찰서장을 대기 발령했다고 밝혔다. 월북한 김씨는 탈북한 지 5년이 안 돼 경찰의 신변 보호를 받고 있었다. 하지만 김씨를 담당하던 김포서는 그를 성폭행 혐의로 수사 중임에도 그가 월북한 사실을 전혀 알지 못했다. 경찰은 그가 월북한 뒤인 20일 출국금지 조치했고, 21일 구속영장을 신청했다.
 
  박수찬·유지혜 기자 psc@segye.com



ⓒ 세상을 보는 눈, 세계일보",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=022&aid=0003489768,세계일보,2020-08-01
‘월북’ 7번 포착하고도 깜깜… 달라진 것 없는 軍,"軍 잇단 경계 실패… 보완책 내놨지만 효과 의문
‘헤엄 월북’ 20대 TOD 등에 찍혀 
책임자 해병 2사단장 보직 해임

    31일 합동참모본부는 탈북민 김모(24)씨가 지난 18일 인천 강화군 월곳리에 있는 정자인 ‘연미정’ 인근 배수로를 지나 한강을 건너 월북했다는 조사 결과를 발표했다. 사진은 지난 27일 연미정 인근 철책 아래 배수로의 모습. 강화=하상윤 기자    지난 18일 월북한 탈북민 김모(24)씨가 북한으로 헤엄쳐 넘어가는 과정에서 우리 군의 감시장비에 7차례에 걸쳐 포착됐지만 우리 군은 아무 조치도 하지 못한 것으로 드러났다.
 
 합동참모본부가 31일 발표한 현장 부대 조사 결과에 따르면, 김씨는 18일 오전 2시18분쯤 택시를 타고 인천 강화군 강화읍 월곳리 연미정 인근에 하차했다. 2시34분쯤 연미정 인근 배수로로 이동한 김씨는 2시46분쯤 한강에 입수했다고 합참은 확인했다. 한강에 입수한 김씨는 조류를 이용, 4시쯤 북한 황해북도 탄포에 도착했다.
 
 김씨의 월북은 군 경계태세가 제대로 가동됐다면 충분히 막을 수 있었다. 김씨가 택시로 연미정에 도착했을 때, 200m 떨어져 있는 민통선 초소 근무자는 택시 불빛을 보고도 별다른 조치를 하지 않았다. 합참 관계자는 “평소에도 마을 주민들이 새벽 시간에 종종 택시를 이용하기에 특이하게 판단하지 않았다”고 말했다. 월북 과정에서 이용한 배수로에는 철근 장애물과 윤형 철조망이 있었지만 낡고 훼손돼 제 역할을 하지 못했다. 배수로에는 폐쇄회로(CC)TV도 없었고 하루 두 번씩 점검해야 하는 매뉴얼도 지켜지지 않았다.
 
 김씨가 한강에 입수 후 북한 땅에 도착하는 과정은 군의 근거리·중거리 감시카메라 5회, 열상감시장비(TOD) 2회를 합쳐 7차례 포착됐다. 특히 TOD에는 김씨가 북한 지역 도착 후 육지로 올라가는 장면과 걸어가는 모습도 잡혔다.
 
  합참 관계자는 “상륙하는 장면은 2초 정도로 잠깐 나왔고, 그 시간대에는 마을로 이동하는 모습이 가끔 보였기 때문에 김씨를 발견하지 못했다”며 “(나중에) 군 감시장비 전문가가 녹화영상을 반복 확인해 부유물 속에서 해당 부분을 식별한 것”이라고 설명했다.
 
    합참은 재발 방지를 위해 민간인 접근이 가능한 철책 후방 지역을 일제 점검하고, 기동 순찰을 강화할 방침이다. 또한 전 부대 수문과 배수로를 일제 점검하기로 했다.
 
  이번 사건의 책임을 물어 수도군단장과 해병대사령관은 엄중 경고, 해당 지역을 책임진 해병 2사단장은 보직 해임 조치했다.
 
  하지만 군의 조치가 효과를 거둘지는 미지수다. 지난해 강원 삼척 북한 목선 입항과 지난 5월 충남 태안 보트 밀입국 사건 당시에도 군은 경계태세 보완책을 내놓았지만, 김씨의 월북을 막지 못했다.
 
  경계 지휘 책임이 있는 남영신 육군 지상작전사령관이 징계 대상에서 제외된 것도 논란거리다. 강화도 월곳리 일대 작전통제 및 지휘체계는 해병 2사단→육군 수도군단→지상작전사령부다. 지난해 목선 입항 당시에는 합참의장과 지상작전사령관, 해군작전사령관까지 경고를 받았다.
 
  박수찬 기자 psc@segye.com



ⓒ 세상을 보는 눈, 세계일보",https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=022&aid=0003489677,세계일보,2020-08-01
